network,crowd,image,true_label,0_cnn,1_cnn,2_cnn,3_cnn,4_cnn,5_cnn,6_cnn,7_cnn,8_cnn,9_cnn,predicted_label_cnn,confidence_cnn,0_rf,1_rf,2_rf,3_rf,4_rf,5_rf,6_rf,7_rf,8_rf,9_rf,predicted_label_rf,confidence_rf
1,1,265,8.0,0.009602913,0.05500096,0.09704778,0.0041592564,0.0057229935,0.06067035,0.08277064,0.005634838,0.678037,0.0013532913,8.0,0.8290835,0.0565,0.15466666666666665,0.11666666666666665,0.058666666666666666,0.0,0.21366666666666667,0.015333333333333332,0.01,0.37116666666666664,0.003333333333333333,8.0,0.37116666666666664
1,1,266,1.0,0.022983434,0.30081922,0.19382565,0.058492713,0.027656768,0.04136693,0.24339853,0.021906577,0.06682991,0.022720281,1.0,0.76192546,,,,,,,,,,,,
1,1,267,2.0,0.0062943227,0.016274586,0.8555692,0.056268666,0.0048869797,0.016751999,0.027570453,0.0044307257,0.009369863,0.0025832437,2.0,0.7815524,,,,,,,,,,,,
1,1,268,8.0,0.016038997,0.028221222,0.0077933846,0.0024184147,0.005603085,0.03494729,0.021557612,0.005590489,0.87601185,0.0018176738,8.0,0.73070437,,,,,,,,,,,,
1,1,269,4.0,0.1765568,0.016234972,0.005763488,0.08251795,0.019161537,0.40538338,0.015839666,0.11750541,0.032448404,0.1285884,5.0,0.65049595,0.0125,0.06283333333333334,0.031166666666666665,0.05616666666666667,0.29283333333333333,0.048666666666666664,0.0016666666666666666,0.29516666666666663,0.03,0.16899999999999998,7.0,0.29516666666666663
1,1,270,4.0,0.002402575,0.0062441654,0.00089684787,0.00204938,0.105439425,0.0033789645,0.012380478,0.020670384,0.004813332,0.8417244,9.0,0.6119985,,,,,,,,,,,,
1,1,271,2.0,0.0005852012,0.0028317627,0.9719475,0.012819908,0.0011764358,0.002421978,0.0010394895,0.0008378771,0.0061669396,0.00017286337,2.0,0.8468352,0.01,0.0645,0.4786666666666666,0.1978333333333333,0.0,0.078,0.0125,0.0025,0.156,0.0,2.0,0.4786666666666666
1,1,272,7.0,0.5335543,0.013139892,0.0017153332,0.002055794,0.032339286,0.022778317,0.01278952,0.30898377,0.020090133,0.05255358,0.0,0.83103955,,,,,,,,,,,,
1,1,273,3.0,0.020380322,0.0013465169,0.0021420787,0.75481504,0.00013321987,0.21690722,0.00028322567,0.00034475597,0.002724937,0.00092263776,3.0,0.7217362,,,,,,,,,,,,
1,1,274,9.0,0.0007558292,0.00033927607,3.2169635e-05,0.00026642779,0.005579449,0.00080774556,0.00039102102,0.00461479,0.00024555114,0.98696774,9.0,0.6764716,0.01,0.022000000000000002,0.0,0.006500000000000001,0.09233333333333334,0.0,0.0,0.32333333333333336,0.021333333333333333,0.5245000000000001,9.0,0.5245000000000001
1,1,275,4.0,0.002060189,0.0015844337,0.0022644717,9.435135e-05,0.9467854,0.00026654324,0.005248473,0.014172273,0.0020815528,0.025442442,4.0,0.82498586,,,,,,,,,,,,
1,1,276,0.0,0.98031896,0.0019668143,0.00022783082,0.0019168715,0.00028346397,0.010569841,0.0015338511,0.00018936161,0.002734718,0.00025835456,0.0,0.8478267,0.7756666666666666,0.022000000000000002,0.013999999999999999,0.02066666666666667,0.0,0.10933333333333334,0.035,0.013333333333333332,0.01,0.0,0.0,0.7756666666666666
1,1,277,0.0,0.99622923,0.00029383297,0.0001351662,3.4308232e-05,1.9932417e-05,0.00082827575,0.0021566534,9.845257e-06,0.0002809254,1.1778441e-05,0.0,0.9524412,0.9775,0.0,0.0025,0.0,0.0025,0.0025,0.0,0.015,0.0,0.0,0.0,0.9775
1,1,278,7.0,0.010877966,0.0033657495,0.00035417688,0.0005798582,0.014911102,0.0019615174,0.00083394814,0.78748065,0.0022633376,0.17737165,7.0,0.79984164,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.91,0.0,0.07,7.0,0.91
1,1,279,4.0,0.03360236,0.031054838,0.05350994,0.006719548,0.57921535,0.008587772,0.05258213,0.05882198,0.030740568,0.1451656,4.0,0.7103041,,,,,,,,,,,,
1,1,280,5.0,0.03486176,0.04432291,0.2846958,0.14794469,0.0046824734,0.23667063,0.19657677,0.003413811,0.038072206,0.008758887,2.0,0.7734706,,,,,,,,,,,,
1,1,281,5.0,0.07817318,0.0065561687,0.0024596832,0.013686611,0.002892795,0.8087189,0.055908136,0.00804233,0.011562373,0.011999941,5.0,0.6940431,,,,,,,,,,,,
1,1,282,7.0,0.34923014,0.0083065415,0.00042643666,0.0020537772,0.03155194,0.010653068,0.004362928,0.4560329,0.008686798,0.12869544,7.0,0.85703826,,,,,,,,,,,,
1,1,283,0.0,0.98356336,0.00078129745,1.7934824e-05,0.0021785335,8.640421e-06,0.010995272,0.00044638308,2.7004875e-05,0.0019368185,4.4808807e-05,0.0,0.883964,0.7463333333333334,0.02935714285714286,0.004,0.027666666666666666,0.01,0.11945238095238096,0.02,0.009523809523809523,0.013666666666666666,0.02,0.0,0.7463333333333334
1,1,284,9.0,0.005967375,0.0011229353,0.00034546838,0.013241725,0.006341248,0.02569759,0.0016022167,0.006239917,0.0021721069,0.9372694,9.0,0.5914822,,,,,,,,,,,,
1,1,285,1.0,0.0031050765,0.81846875,0.0097435815,0.0052001253,0.0068279197,0.0117180385,0.009730764,0.013449804,0.11582823,0.005927718,1.0,0.87340754,,,,,,,,,,,,
1,1,286,8.0,0.13507137,0.06821434,0.016089711,0.022184452,0.007998303,0.07009566,0.021770809,0.006652521,0.64920187,0.002721005,8.0,0.7463489,,,,,,,,,,,,
1,1,287,3.0,0.29975325,0.01692668,0.0021167388,0.07633804,0.0037694331,0.4578317,0.029231444,0.0203782,0.04521653,0.04843803,5.0,0.68400186,0.0175,0.07695238095238097,0.021666666666666664,0.16866666666666663,0.07683333333333332,0.10547619047619046,0.002,0.12366666666666665,0.08452380952380954,0.32271428571428573,9.0,0.32271428571428573
1,1,288,4.0,0.032287907,0.033979394,0.007838708,0.0032232567,0.41051558,0.018631663,0.21371473,0.09150232,0.042573817,0.14573272,4.0,0.74334145,,,,,,,,,,,,
1,1,289,5.0,0.045227136,0.065408155,0.16869795,0.10013134,0.062078167,0.086708054,0.33912975,0.021485925,0.050776538,0.060356986,6.0,0.64668405,0.038000000000000006,0.10408333333333333,0.05016666666666667,0.07877777777777778,0.3315833333333334,0.1015,0.06716666666666665,0.06505555555555556,0.09316666666666666,0.0705,4.0,0.3315833333333334
1,1,290,8.0,0.015401717,0.02115585,0.7347086,0.019326383,0.08007715,0.045329418,0.012918983,0.021778638,0.025514558,0.023788737,2.0,0.68318516,,,,,,,,,,,,
1,1,291,3.0,0.2930518,0.008437495,0.0010360812,0.5107948,0.0002411587,0.17240825,0.007224637,0.00038965154,0.004868138,0.0015480275,3.0,0.8353346,,,,,,,,,,,,
1,1,292,4.0,0.00667564,0.0018901732,0.0012445704,0.0006594208,0.6482427,0.0016680772,0.0071514244,0.008690007,0.0016302777,0.3221477,4.0,0.78184164,,,,,,,,,,,,
1,1,293,9.0,0.06413092,0.11270921,0.00828132,0.012086863,0.063595615,0.069361,0.10322129,0.114050984,0.35616013,0.09640263,8.0,0.68113875,,,,,,,,,,,,
1,1,294,8.0,0.0653559,0.053840548,0.2289019,0.16041318,0.028306821,0.1580869,0.06292261,0.059163567,0.14017813,0.042830396,2.0,0.6008546,,,,,,,,,,,,
1,1,295,0.0,0.9213725,0.005994394,0.018333143,0.0041409805,0.0038642222,0.015077013,0.016214922,0.0018594863,0.01173301,0.0014104818,0.0,0.83581674,,,,,,,,,,,,
1,1,296,7.0,0.0022286016,0.0034559867,0.0015663963,0.0002716132,0.023513392,0.0004488989,0.0002800316,0.8804185,0.0018367905,0.08597982,7.0,0.8031785,,,,,,,,,,,,
1,1,297,2.0,2.6702512e-06,2.0045827e-06,0.9999628,2.2664424e-05,1.374354e-06,4.296741e-06,2.3634689e-06,3.383234e-07,1.3991739e-06,4.300279e-08,2.0,0.9375848,,,,,,,,,,,,
1,1,298,0.0,0.9992089,8.2180304e-05,4.769169e-06,4.3085296e-05,4.5914203e-06,0.00031501916,0.00022607352,2.8209981e-06,0.00010728482,5.282473e-06,0.0,0.9400998,,,,,,,,,,,,
1,1,299,4.0,0.00068274816,0.0006200101,0.025815094,2.4059947e-05,0.96498513,4.869834e-05,0.0002790067,0.0034949724,0.00034256568,0.0037076853,4.0,0.88459337,,,,,,,,,,,,
2,1,0,3.0,0.00012283851,0.0001449149,0.9944021,0.000759384,0.0006554862,0.00076175627,0.00013740007,6.9878595e-05,0.0026322177,0.00031400888,2.0,0.6613769,,,,,,,,,,,,
2,1,1,5.0,0.05327275,0.00026406578,0.0013684508,0.08459222,0.001348456,0.79377323,0.0003975951,7.013725e-05,0.064455144,0.00045796786,5.0,0.91946495,0.17350000000000002,0.013333333333333332,0.03866666666666667,0.05083333333333333,0.1175,0.3749761904761905,0.10316666666666667,0.04816666666666666,0.07785714285714286,0.002,5.0,0.3749761904761905
2,1,2,9.0,0.032037634,0.00027536694,0.0013273419,0.004432287,0.233312,0.0028154575,0.0006246973,0.12382654,0.011728186,0.58962053,9.0,0.8589565,,,,,,,,,,,,
2,1,3,7.0,0.02526616,0.0002516691,0.00025819585,0.0027231337,0.009850442,0.003254372,4.7724574e-05,0.93310267,0.00047607318,0.024769485,7.0,0.95940745,,,,,,,,,,,,
2,1,4,9.0,0.06549049,0.0025143465,0.0059293383,0.053327173,0.18950452,0.042801064,0.0044791633,0.04229971,0.13363364,0.46002057,9.0,0.75364536,,,,,,,,,,,,
2,1,5,9.0,0.047917806,0.0015876621,0.00939728,0.010963979,0.35213152,0.0067646694,0.00502435,0.03589681,0.032415126,0.49790075,9.0,0.7307449,,,,,,,,,,,,
2,1,6,6.0,0.0050970754,0.0031869907,0.16909702,0.0015571929,0.020117885,0.008811338,0.7809462,0.0010145123,0.007930752,0.0022411146,6.0,0.7951026,,,,,,,,,,,,
2,1,7,4.0,0.0618928,0.0003342002,0.0015609658,0.010304238,0.82199913,0.016260933,0.0029442802,0.0093016885,0.026512722,0.04888904,4.0,0.88512796,,,,,,,,,,,,
2,1,8,0.0,0.99395806,1.1849414e-06,2.4258425e-06,0.00054267864,3.3451484e-05,0.0053053396,3.0279418e-07,2.2957347e-06,0.00015324577,1.0182582e-06,0.0,0.9958477,,,,,,,,,,,,
2,1,9,1.0,0.017321385,0.49541143,0.23010845,0.026600463,0.018392399,0.05916719,0.039120052,0.029011076,0.07113364,0.013733853,1.0,0.771569,0.0,0.9224761904761904,0.045,0.004,0.003333333333333333,0.008333333333333333,0.0,0.006857142857142857,0.01,0.0,1.0,0.9224761904761904
2,1,10,6.0,0.0032095434,0.00027281587,0.013041163,6.6485794e-05,0.0013859647,0.0037901758,0.977563,4.6233723e-05,0.00057950534,4.5139423e-05,6.0,0.95438206,,,,,,,,,,,,
2,1,11,0.0,0.9807787,3.1632437e-05,8.989018e-05,0.0023653735,0.00016582863,0.016044302,2.3080867e-05,3.9291244e-05,0.00045042782,1.1577483e-05,0.0,0.9858456,0.945,0.02,0.0,0.0,0.005,0.015,0.015,0.0,0.0,0.0,0.0,0.945
2,1,12,0.0,0.9977787,1.6170582e-06,1.4215027e-05,0.00024280587,2.6991233e-05,0.0017436828,6.252984e-07,1.7786552e-06,0.00018837696,1.1234235e-06,0.0,0.9942437,,,,,,,,,,,,
2,1,13,6.0,0.00069022976,3.0774216e-05,0.002045195,8.759186e-06,0.00037692866,0.0011946714,0.99553186,5.054123e-06,0.00011162646,4.825246e-06,6.0,0.9744032,,,,,,,,,,,,
2,1,14,9.0,0.08719045,0.0037101358,0.015140605,0.018356401,0.31197757,0.01646441,0.013882855,0.07255522,0.05969158,0.40103078,9.0,0.73826844,,,,,,,,,,,,
2,1,15,1.0,0.021088172,0.10004005,0.4441851,0.017397944,0.04475787,0.033702005,0.010758697,0.14763919,0.09044283,0.089988105,2.0,0.71103185,,,,,,,,,,,,
2,1,16,3.0,0.10284659,0.024736091,0.17892836,0.076595105,0.10675243,0.18666418,0.23699377,0.025792088,0.041504353,0.01918702,6.0,0.7273319,,,,,,,,,,,,
2,1,17,6.0,0.0013614094,0.00032191243,0.012776471,0.00019894837,0.008763479,0.003301413,0.97060543,0.0001400529,0.0022924466,0.00023843182,6.0,0.88432527,0.017857142857142856,0.008333333333333333,0.03333333333333333,0.013333333333333332,0.02,0.02,0.8071428571428573,0.01,0.04,0.03,6.0,0.8071428571428573
2,1,18,7.0,0.183306,0.0002895746,0.00020600433,0.0017637971,0.015341313,0.0026571983,0.00019510037,0.75746006,0.00054577313,0.038235128,7.0,0.96997505,,,,,,,,,,,,
2,1,19,1.0,0.023203617,0.10809875,0.24723326,0.019217132,0.06571599,0.034749832,0.010668135,0.34783018,0.043138403,0.100144714,7.0,0.74796355,,,,,,,,,,,,
2,1,20,0.0,0.91227967,0.00076082116,0.0025872383,0.0071713286,0.004078605,0.040228482,0.0009481609,0.001109455,0.028386889,0.0024493914,0.0,0.9270365,,,,,,,,,,,,
2,1,21,9.0,0.02464226,0.0013354463,0.0063543892,0.021365315,0.12751044,0.01484388,0.0018578293,0.024992986,0.14064246,0.636455,9.0,0.7124166,,,,,,,,,,,,
2,1,22,8.0,0.03049514,0.009106018,0.07087597,0.03081292,0.027697805,0.06621352,0.012897866,0.0049736844,0.68239915,0.06452788,8.0,0.6374198,,,,,,,,,,,,
2,1,23,5.0,0.007786676,6.2592335e-05,0.0030028094,0.27367526,0.0012407337,0.43151867,7.4605573e-06,2.3245451e-05,0.28218648,0.00049610576,5.0,0.821493,,,,,,,,,,,,
2,1,24,7.0,0.90581065,0.00012137374,0.00022615706,0.0041212593,0.009901474,0.013827213,9.143669e-05,0.056020465,0.0021101576,0.00776984,0.0,0.9805659,,,,,,,,,,,,
2,1,25,6.0,0.012041539,0.0008727669,0.03350836,0.00057599583,0.012455522,0.009013723,0.9217099,0.00054132304,0.008154875,0.00112593,6.0,0.902536,0.03619047619047619,0.010833333333333332,0.008333333333333333,0.04916666666666667,0.0,0.016666666666666666,0.8671428571428572,0.0016666666666666666,0.01,0.0,6.0,0.8671428571428572
2,1,26,9.0,0.034024216,0.008341925,0.011788732,0.023453094,0.18225853,0.018597227,0.006232136,0.1502738,0.04048992,0.5245404,9.0,0.695469,,,,,,,,,,,,
2,1,27,8.0,0.0048350813,9.0394205e-05,0.003508562,0.012090026,0.0005022222,0.13277899,2.1417753e-05,4.5882247e-05,0.84503794,0.0010895128,8.0,0.831125,,,,,,,,,,,,
2,1,28,8.0,0.010599766,0.0010715097,0.044467375,0.06105297,0.009046562,0.07991575,0.00028020097,0.00091784773,0.78087217,0.011775865,8.0,0.6615427,0.007833333333333333,0.049928571428571426,0.01,0.05916666666666667,0.012,0.04411904761904762,0.026000000000000002,0.01738095238095238,0.7365714285714285,0.037000000000000005,8.0,0.7365714285714285
2,1,29,2.0,0.044807695,0.005981186,0.6173845,0.003958952,0.11063351,0.010670206,0.010784464,0.05479879,0.06471892,0.07626177,2.0,0.77727175,,,,,,,,,,,,
2,1,30,2.0,0.0016767237,0.00024228747,0.9549783,0.00035391827,0.0009697998,0.00148436,7.3671035e-05,0.00025385694,0.03769769,0.0022693423,2.0,0.7537455,,,,,,,,,,,,
2,1,31,6.0,0.0054463632,0.0038079638,0.05266477,0.0019519641,0.014563814,0.034447834,0.864996,0.0006757992,0.019838512,0.0016070711,6.0,0.830045,0.004523809523809524,0.005333333333333333,0.005833333333333333,0.043166666666666666,0.0,0.030833333333333334,0.8321428571428572,0.009000000000000001,0.06916666666666667,0.0,6.0,0.8321428571428572
2,1,32,0.0,0.82499945,0.0016589746,0.019930517,0.0075713038,0.003240046,0.1244421,0.009215137,0.00066164054,0.008069888,0.00021093714,0.0,0.97041106,0.8440000000000001,0.02571428571428571,0.014857142857142857,0.0,0.009000000000000001,0.029761904761904764,0.07,0.0,0.006666666666666666,0.0,0.0,0.8440000000000001
2,1,33,5.0,0.05370743,1.5067284e-05,6.3069354e-05,0.45236453,0.00012784742,0.48380682,2.2797315e-07,4.9168084e-05,0.009800059,6.581673e-05,5.0,0.9635845,,,,,,,,,,,,
2,1,34,9.0,0.05246662,0.001830308,0.004072456,0.01865143,0.25400567,0.009102012,0.002049707,0.04670202,0.04659517,0.5645246,9.0,0.7377357,,,,,,,,,,,,
2,1,35,7.0,0.010189771,0.0036046533,0.02209133,0.008235232,0.045642395,0.007396937,0.0011330307,0.68506,0.012212994,0.20443359,7.0,0.83056843,0.005,0.027666666666666666,0.013333333333333332,0.028333333333333332,0.04116666666666667,0.013666666666666666,0.006666666666666666,0.6066666666666667,0.04499999999999999,0.21250000000000002,7.0,0.6066666666666667
2,1,36,1.0,0.51601684,0.0025983998,0.008892961,0.16055387,0.014114526,0.17853267,0.00035511883,0.009272003,0.10084819,0.008815504,0.0,0.88579893,,,,,,,,,,,,
2,1,37,4.0,0.06184675,0.0016278316,0.0076026316,0.008348582,0.73127854,0.030376432,0.09426338,0.018393612,0.019585699,0.02667652,4.0,0.8305568,,,,,,,,,,,,
2,1,38,3.0,0.0018666259,0.00023797648,0.002459374,0.5745827,0.0005900732,0.36444968,3.09873e-06,9.383147e-05,0.055592332,0.00012430931,3.0,0.8391935,0.0,0.052000000000000005,0.02033333333333333,0.8333333333333333,0.005,0.049833333333333334,0.012,0.009166666666666667,0.018333333333333333,0.0,3.0,0.8333333333333333
2,1,39,5.0,0.06863009,0.005213515,0.0042038313,0.3855361,0.029937891,0.31096557,0.000951283,0.04230294,0.08089578,0.07136294,3.0,0.79284006,0.03592857142857143,0.06508333333333334,0.0095,0.1803333333333333,0.058583333333333334,0.12280952380952381,0.012,0.14926190476190476,0.07816666666666668,0.2883333333333333,9.0,0.2883333333333333
2,1,40,3.0,0.0010499418,6.435265e-05,0.922674,0.015213475,0.0007659178,0.01391824,6.03866e-06,0.00020953808,0.04570601,0.00039245156,2.0,0.80467385,,,,,,,,,,,,
2,1,41,1.0,0.027086016,0.20607698,0.32122803,0.05478486,0.046391077,0.06836836,0.05374853,0.12856711,0.047998443,0.04575056,2.0,0.7078854,,,,,,,,,,,,
2,1,42,0.0,0.96804774,0.00023876759,0.018027175,0.0016190622,0.0030053754,0.0029797966,4.0118783e-05,0.0002045283,0.0055460464,0.00029137198,0.0,0.95684874,0.9575,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0085,0.004,0.0,0.9575
2,1,43,1.0,0.00714161,0.69639975,0.031659078,0.024924198,0.011229833,0.041171163,0.005428675,0.16267627,0.010292792,0.009076577,1.0,0.85568124,,,,,,,,,,,,
2,1,44,6.0,0.018542526,0.00043644744,0.059768733,0.000114098984,0.0019509877,0.008563365,0.9096562,5.5633318e-05,0.0008712458,4.0808798e-05,6.0,0.9755323,,,,,,,,,,,,
2,1,45,2.0,0.0003407723,0.00039117775,0.9947349,0.00028438817,0.00094594207,0.00078104506,0.00050824217,0.00033527153,0.0014029598,0.00027526144,2.0,0.7647442,,,,,,,,,,,,
2,1,46,6.0,0.00033714736,0.00011789011,0.00799774,5.4369477e-05,0.002559216,0.0050564995,0.9820712,1.4404983e-05,0.0017508615,4.0574745e-05,6.0,0.9348259,,,,,,,,,,,,
2,1,47,2.0,7.550706e-05,2.1526866e-05,0.9994922,3.345281e-05,2.2423392e-05,0.0001254042,7.0815854e-06,5.22911e-06,0.00021367683,3.5327962e-06,2.0,0.87522125,0.01,0.01,0.9366666666666665,0.01583333333333333,0.0,0.010833333333333332,0.01,0.0,0.006666666666666666,0.0,2.0,0.9366666666666665
2,1,48,1.0,0.010937907,0.14404097,0.05524491,0.013611876,0.041322958,0.03164324,0.011294295,0.6471934,0.006182012,0.038528487,7.0,0.8127548,,,,,,,,,,,,
2,1,49,0.0,0.9555781,1.1720928e-05,4.5171604e-05,0.010836436,0.00012686313,0.032292202,1.4379673e-06,1.27057865e-05,0.0010896174,5.814189e-06,0.0,0.99018353,,,,,,,,,,,,
2,1,50,4.0,0.03361337,0.0006884422,0.003704807,0.012981361,0.80094916,0.005341827,0.0019076548,0.012644098,0.0144095775,0.11375965,4.0,0.74461555,,,,,,,,,,,,
2,1,51,5.0,0.046495665,0.00020324416,0.008135128,0.33546224,0.002356871,0.3004891,8.853065e-06,0.0005789973,0.30391088,0.002359034,3.0,0.8146955,,,,,,,,,,,,
2,1,52,3.0,0.06815756,0.00015218531,0.017307118,0.8280987,0.009567954,0.034924448,3.9335746e-06,0.00021799102,0.04020448,0.0013655975,3.0,0.792561,,,,,,,,,,,,
2,1,53,0.0,0.99263746,2.0512389e-05,3.0324094e-05,0.0022196493,0.0003104677,0.004174908,3.2104833e-06,7.90486e-05,0.0004886957,3.567765e-05,0.0,0.98299843,0.945,0.0,0.0,0.0,0.0,0.04,0.015,0.0,0.0,0.0,0.0,0.945
2,1,54,4.0,0.07151192,0.0034488477,0.014559995,0.015637547,0.60837,0.014902062,0.022524064,0.036796503,0.03472484,0.17752422,4.0,0.71597975,,,,,,,,,,,,
2,1,55,5.0,0.008003745,0.013584635,0.68655396,0.008402365,0.012100106,0.11449177,0.028356943,0.0027206207,0.122425355,0.0033605052,2.0,0.7951575,,,,,,,,,,,,
2,1,56,1.0,0.03018139,0.55140454,0.06922581,0.038048867,0.025833594,0.06045188,0.03231644,0.094320334,0.059306465,0.03891062,1.0,0.72083896,,,,,,,,,,,,
2,1,57,8.0,0.0010384346,5.3370273e-05,0.01136757,0.009148703,0.0013322158,0.018633591,8.257533e-06,4.535881e-05,0.9569594,0.0014130517,8.0,0.69486356,0.010833333333333332,0.028999999999999998,0.02,0.0375,0.0,0.07111904761904761,0.0,0.005833333333333333,0.8257142857142858,0.0,8.0,0.8257142857142858
2,1,58,9.0,0.07496822,0.0039546834,0.015835967,0.038900897,0.25754964,0.05661124,0.01459913,0.03440954,0.2954708,0.20769985,8.0,0.7093755,,,,,,,,,,,,
2,1,59,0.0,0.3147979,0.002092174,0.0146414945,0.25301796,0.013542316,0.2594746,0.00033666202,0.0021370999,0.13750109,0.0024587703,0.0,0.87776595,,,,,,,,,,,,
2,1,60,1.0,0.03827527,0.19055483,0.19812226,0.044153623,0.05221993,0.06912984,0.051989112,0.06385475,0.2092943,0.08240613,8.0,0.6516237,,,,,,,,,,,,
2,1,61,6.0,0.000785902,0.00010304461,0.008230643,3.4610955e-05,0.0017027233,0.0010580095,0.98751783,2.9704093e-05,0.0004867018,5.0820905e-05,6.0,0.9259491,,,,,,,,,,,,
2,1,62,4.0,0.03299799,0.0020397427,0.0075096423,0.037257183,0.5354739,0.04049638,0.012277154,0.046805102,0.049576003,0.23556691,4.0,0.717225,,,,,,,,,,,,
2,1,63,7.0,0.07632051,0.000109173445,9.5747186e-05,0.0012711901,0.021819074,0.0018043024,0.000110822046,0.8619619,0.00023953851,0.036267783,7.0,0.96984494,,,,,,,,,,,,
2,1,64,7.0,0.01582054,0.00016616781,0.0001143214,0.0004908066,0.008812892,0.0007397396,5.8019104e-05,0.947456,0.00012740186,0.026214086,7.0,0.9613179,,,,,,,,,,,,
2,1,65,1.0,0.02783441,0.11792631,0.2491186,0.03558545,0.01175433,0.2675027,0.062690735,0.012049482,0.20379369,0.01174432,5.0,0.78902936,0.04702380952380952,0.2833333333333333,0.13333333333333333,0.03883333333333333,0.0,0.13366666666666668,0.23764285714285713,0.008666666666666666,0.1125,0.005,1.0,0.2833333333333333
2,1,66,3.0,0.03485518,0.0008501407,0.14014232,0.2658208,0.0061107404,0.38142803,9.086666e-05,0.0020090777,0.16774732,0.0009455633,5.0,0.7961502,,,,,,,,,,,,
2,1,67,6.0,0.05086246,0.0037118138,0.26319748,0.0036794713,0.08579781,0.027228277,0.47085524,0.0069033043,0.06858436,0.01917979,6.0,0.8557169,,,,,,,,,,,,
2,1,68,6.0,0.00046388214,9.457596e-05,0.0044970405,1.6636808e-05,0.0006387826,0.001718242,0.9922685,1.2372965e-05,0.00027474464,1.5228557e-05,6.0,0.9584756,,,,,,,,,,,,
2,1,69,9.0,0.13560446,0.0031873335,0.028592799,0.007927493,0.51004994,0.005804952,0.020922177,0.09142854,0.012291555,0.18419072,4.0,0.8114014,,,,,,,,,,,,
2,1,70,2.0,1.9668792e-05,8.8214565e-06,0.9994464,4.0355688e-05,8.480015e-05,8.0667916e-05,6.3328184e-06,8.431683e-06,0.000291423,1.3157154e-05,2.0,0.8021068,0.0,0.0,0.9916666666666666,0.0,0.0,0.003333333333333333,0.005,0.0,0.0,0.0,2.0,0.9916666666666666
2,1,71,7.0,0.08071803,0.0001295694,0.00011227339,0.0014586179,0.009456741,0.0024277992,5.4564458e-05,0.88203204,0.00026833557,0.023342008,7.0,0.97853506,,,,,,,,,,,,
2,1,72,0.0,0.97000855,9.3703775e-06,4.082498e-05,0.004306964,5.7910485e-05,0.024890412,9.562795e-07,3.8528055e-06,0.0006796181,1.558116e-06,0.0,0.9918383,0.9033333333333333,0.0,0.006666666666666666,0.0,0.005,0.04999999999999999,0.02,0.008333333333333333,0.006666666666666666,0.0,0.0,0.9033333333333333
2,1,73,1.0,0.009645995,0.3172139,0.04907047,0.02347148,0.025835207,0.041386332,0.007942064,0.4927238,0.008277309,0.024433458,7.0,0.84731555,,,,,,,,,,,,
2,1,74,8.0,0.0050826836,0.0047725793,0.8471657,0.006615937,0.04604214,0.009884351,0.02951442,0.0016243006,0.03958548,0.009712503,2.0,0.6596915,,,,,,,,,,,,
2,1,75,9.0,0.035011575,0.0023463294,0.0053823083,0.0111861965,0.3310546,0.010214127,0.0033937339,0.08209226,0.035837345,0.48348156,9.0,0.7333656,,,,,,,,,,,,
2,1,76,2.0,0.0070287557,0.0029403113,0.84535235,0.003317845,0.051317345,0.006588943,0.0013445478,0.031243654,0.017395796,0.033470362,2.0,0.80435246,,,,,,,,,,,,
2,1,77,7.0,0.0016674589,7.423312e-05,0.00019282078,0.00035651392,0.0048896493,0.00043042496,1.53167e-05,0.978828,6.0697897e-05,0.0134848505,7.0,0.9614998,,,,,,,,,,,,
2,1,78,3.0,0.021617698,0.00074322015,0.07895606,0.76651645,0.020295132,0.06307189,0.00011509012,0.0025152569,0.040554482,0.005614721,3.0,0.68622607,,,,,,,,,,,,
2,1,79,9.0,0.07772109,0.0026972338,0.009552531,0.038125575,0.08156149,0.04854949,0.0025946652,0.10973284,0.20048788,0.42897725,9.0,0.74207556,0.01,0.036642857142857144,0.0016666666666666666,0.026833333333333334,0.015333333333333332,0.02295238095238095,0.018666666666666668,0.10219047619047618,0.09400000000000003,0.6717142857142856,9.0,0.6717142857142856
2,1,80,7.0,0.021873264,0.004759571,0.21577962,0.02565123,0.07999892,0.033709522,0.0034287248,0.21810648,0.1326604,0.26403227,9.0,0.775583,,,,,,,,,,,,
2,1,81,4.0,0.023988118,0.0017205287,0.016068615,0.021661727,0.5237733,0.07508872,0.03000067,0.0049577896,0.27300084,0.029739777,4.0,0.75474256,,,,,,,,,,,,
2,1,82,6.0,0.009147079,0.0042090914,0.38050315,0.0030370757,0.024256535,0.044751424,0.3976439,0.0010726134,0.12912592,0.0062531927,6.0,0.82520837,0.05952380952380953,0.021333333333333333,0.0825,0.049166666666666664,0.0,0.0495,0.6954761904761905,0.0,0.0425,0.0,6.0,0.6954761904761905
2,1,83,9.0,0.07028869,0.0056149447,0.023189772,0.050685797,0.16010398,0.043961156,0.0070881653,0.038942304,0.22813024,0.37199494,9.0,0.66779435,,,,,,,,,,,,
2,1,84,1.0,0.00810711,0.52615297,0.20557132,0.013330479,0.009640184,0.049746633,0.018093301,0.018900925,0.13373418,0.016722908,1.0,0.777656,,,,,,,,,,,,
2,1,85,2.0,0.0008469284,0.00011842296,0.9863771,0.00073070993,0.0015179679,0.0012098385,6.0237086e-05,0.00012616291,0.008694589,0.0003182079,2.0,0.7816608,,,,,,,,,,,,
